,Type,Year,Age_group,Gender,Total
2520,Poverty,2001,0-14,Female,15
1399,Ideological Causes/Hero Worshipping,2008,60+,Male,15
866,Drug Abuse/Addiction,2003,45-59,Female,15
2878,Property Dispute,2012,60+,Female,15
1325,Ideological Causes/Hero Worshipping,2001,30-44,Male,15
906,Drug Abuse/Addiction,2007,45-59,Female,15
2886,Suspected/Illicit Relation,2001,45-59,Female,15
1414,Ideological Causes/Hero Worshipping,2010,30-44,Female,14
1846,Love Affairs,2005,45-59,Female,14
1148,Fall in Social Reputation,2007,60+,Female,14
2550,Poverty,2004,0-14,Female,14
1007,Failure in Examination,2005,45-59,Male,14
2420,Physical Abuse (Rape/Incest Etc.),2003,0-14,Female,14
2791,Property Dispute,2004,0-14,Male,14
2621,Poverty,2011,0-14,Male,14
2571,Poverty,2006,0-14,Male,14
1332,Ideological Causes/Hero Worshipping,2002,15-29,Female,14
2531,Poverty,2002,0-14,Male,14
2968,Suspected/Illicit Relation,2009,60+,Female,14
636,Divorce,2004,45-59,Female,14
617,Divorce,2002,45-59,Male,14
706,Divorce,2011,45-59,Female,14
1178,Fall in Social Reputation,2010,60+,Female,14
560,Death of Dear Person,2009,0-14,Female,14
785,Dowry Dispute,2007,30-44,Male,14
3059,Unemployment,2006,60+,Male,14
2990,Suspected/Illicit Relation,2012,0-14,Female,13
2019,Not having Children(Barrenness/Impotency,2010,60+,Male,13
11,Bankruptcy or Sudden change in Economic,2003,0-14,Male,13
3088,Unemployment,2009,60+,Female,13
1353,Ideological Causes/Hero Worshipping,2004,15-29,Male,13
1337,Ideological Causes/Hero Worshipping,2002,45-59,Male,13
2848,Property Dispute,2009,60+,Female,13
480,Death of Dear Person,2001,0-14,Female,13
1600,Illness (Aids/STD),2005,0-14,Female,13
2487,Physical Abuse (Rape/Incest Etc.),2009,45-59,Male,13
1158,Fall in Social Reputation,2008,60+,Female,13
2631,Poverty,2012,0-14,Male,13
841,Drug Abuse/Addiction,2001,0-14,Male,13
780,Dowry Dispute,2007,0-14,Female,13
2447,Physical Abuse (Rape/Incest Etc.),2005,45-59,Male,13
1568,Illness (Aids/STD),2001,60+,Female,13
2490,Physical Abuse (Rape/Incest Etc.),2010,0-14,Female,13
2756,Professional/Career Problem,2012,45-59,Female,13
3076,Unemployment,2008,45-59,Female,13
2808,Property Dispute,2005,60+,Female,12
2497,Physical Abuse (Rape/Incest Etc.),2010,45-59,Male,12
2748,Professional/Career Problem,2011,60+,Female,12
1344,Ideological Causes/Hero Worshipping,2003,30-44,Female,12
206,Cancellation/Non-Settlement of Marriage,2009,45-59,Female,12
2960,Suspected/Illicit Relation,2009,0-14,Female,12
2590,Poverty,2008,0-14,Female,12
646,Divorce,2005,45-59,Female,12
2880,Suspected/Illicit Relation,2001,0-14,Female,12
623,Divorce,2003,15-29,Male,12
21,Bankruptcy or Sudden change in Economic,2004,0-14,Male,12
1198,Fall in Social Reputation,2012,60+,Female,12
1866,Love Affairs,2007,45-59,Female,12
928,Drug Abuse/Addiction,2009,60+,Female,12
1425,Ideological Causes/Hero Worshipping,2011,30-44,Male,12
1648,Illness (Aids/STD),2009,60+,Female,12
500,Death of Dear Person,2003,0-14,Female,12
2437,Physical Abuse (Rape/Incest Etc.),2004,45-59,Male,11
2321,Paralysis,2005,0-14,Male,11
2581,Poverty,2007,0-14,Male,11
58,Bankruptcy or Sudden change in Economic,2007,60+,Female,11
2406,Physical Abuse (Rape/Incest Etc.),2001,45-59,Female,11
70,Bankruptcy or Sudden change in Economic,2009,0-14,Female,11
2610,Poverty,2010,0-14,Female,11
2600,Poverty,2009,0-14,Female,11
1610,Illness (Aids/STD),2006,0-14,Female,11
187,Cancellation/Non-Settlement of Marriage,2007,45-59,Male,11
1081,Fall in Social Reputation,2001,0-14,Male,11
1886,Love Affairs,2009,45-59,Female,11
876,Drug Abuse/Addiction,2004,45-59,Female,11
2930,Suspected/Illicit Relation,2006,0-14,Female,11
609,Divorce,2001,60+,Male,11
2929,Suspected/Illicit Relation,2005,60+,Male,11
1379,Ideological Causes/Hero Worshipping,2006,60+,Male,11
740,Dowry Dispute,2003,0-14,Female,11
1334,Ideological Causes/Hero Worshipping,2002,30-44,Female,11
2761,Property Dispute,2001,0-14,Male,11
807,Dowry Dispute,2009,45-59,Male,11
858,Drug Abuse/Addiction,2002,60+,Female,11
342,Cancer,2011,15-29,Female,11
1160,Fall in Social Reputation,2009,0-14,Female,11
2941,Suspected/Illicit Relation,2007,0-14,Male,11
1466,Illegitimate Pregnancy,2003,45-59,Female,11
896,Drug Abuse/Addiction,2006,45-59,Female,11
888,Drug Abuse/Addiction,2005,60+,Female,11
1057,Failure in Examination,2010,45-59,Male,11
1120,Fall in Social Reputation,2005,0-14,Female,11
1130,Fall in Social Reputation,2006,0-14,Female,11
1493,Illegitimate Pregnancy,2006,15-29,Male,10
1335,Ideological Causes/Hero Worshipping,2002,30-44,Male,10
750,Dowry Dispute,2004,0-14,Female,10
948,Drug Abuse/Addiction,2011,60+,Female,10
886,Drug Abuse/Addiction,2005,45-59,Female,10
3091,Unemployment,2010,0-14,Male,10
1598,Illness (Aids/STD),2004,60+,Female,10
2428,Physical Abuse (Rape/Incest Etc.),2003,60+,Female,10
1037,Failure in Examination,2008,45-59,Male,10
2940,Suspected/Illicit Relation,2007,0-14,Female,10
3090,Unemployment,2010,0-14,Female,10
2898,Suspected/Illicit Relation,2002,60+,Female,10
110,Bankruptcy or Sudden change in Economic Status,2002,0-14,Female,10
2889,Suspected/Illicit Relation,2001,60+,Male,10
790,Dowry Dispute,2008,0-14,Female,10
1618,Illness (Aids/STD),2006,60+,Female,10
800,Dowry Dispute,2009,0-14,Female,10
1324,Ideological Causes/Hero Worshipping,2001,30-44,Female,10
2950,Suspected/Illicit Relation,2008,0-14,Female,10
938,Drug Abuse/Addiction,2010,60+,Female,10
1171,Fall in Social Reputation,2010,0-14,Male,10
2400,Physical Abuse (Rape/Incest Etc.),2001,0-14,Female,10
2860,Property Dispute,2011,0-14,Female,10
1988,Not having Children(Barrenness/Impotency,2007,60+,Female,10
1490,Illegitimate Pregnancy,2006,0-14,Female,10
735,Dowry Dispute,2002,30-44,Male,10
2999,Suspected/Illicit Relation,2012,60+,Male,10
590,Death of Dear Person,2012,0-14,Female,10
2551,Poverty,2004,0-14,Male,10
1513,Illegitimate Pregnancy,2008,15-29,Male,10
1515,Illegitimate Pregnancy,2008,30-44,Male,10
510,Death of Dear Person,2004,0-14,Female,10
540,Death of Dear Person,2007,0-14,Female,10
1540,Illegitimate Pregnancy,2011,0-14,Female,10
176,Cancellation/Non-Settlement of Marriage,2006,45-59,Female,10
1386,Ideological Causes/Hero Worshipping,2007,45-59,Female,10
2439,Physical Abuse (Rape/Incest Etc.),2004,60+,Male,10
1366,Ideological Causes/Hero Worshipping,2005,45-59,Female,10
649,Divorce,2005,60+,Male,10
1580,Illness (Aids/STD),2003,0-14,Female,9
2510,Physical Abuse (Rape/Incest Etc.),2012,0-14,Female,9
1376,Ideological Causes/Hero Worshipping,2006,45-59,Female,9
196,Cancellation/Non-Settlement of Marriage,2008,45-59,Female,9
2620,Poverty,2011,0-14,Female,9
2958,Suspected/Illicit Relation,2008,60+,Female,9
1108,Fall in Social Reputation,2003,60+,Female,9
1869,Love Affairs,2007,60+,Male,9
3081,Unemployment,2009,0-14,Male,9
1354,Ideological Causes/Hero Worshipping,2004,30-44,Female,9
1402,Ideological Causes/Hero Worshipping,2009,15-29,Female,9
898,Drug Abuse/Addiction,2006,60+,Female,9
901,Drug Abuse/Addiction,2007,0-14,Male,9
918,Drug Abuse/Addiction,2008,60+,Female,9
1989,Not having Children(Barrenness/Impotency,2007,60+,Male,9
1445,Illegitimate Pregnancy,2001,30-44,Male,9
2450,Physical Abuse (Rape/Incest Etc.),2006,0-14,Female,9
1450,Illegitimate Pregnancy,2002,0-14,Female,9
3060,Unemployment,2007,0-14,Female,9
2560,Poverty,2005,0-14,Female,9
1929,Not having Children (Barrenness/Impotency,2002,60+,Male,9
177,Cancellation/Non-Settlement of Marriage,2006,45-59,Male,9
1346,Ideological Causes/Hero Worshipping,2003,45-59,Female,9
2979,Suspected/Illicit Relation,2010,60+,Male,9
120,Cancellation/Non-Settlement of Marriage,2001,0-14,Female,9
1067,Failure in Examination,2011,45-59,Male,9
1389,Ideological Causes/Hero Worshipping,2007,60+,Male,9
1939,Not having Children(Barrenness/Impotency,2001,60+,Male,9
1339,Ideological Causes/Hero Worshipping,2002,60+,Male,9
550,Death of Dear Person,2008,0-14,Female,9
2446,Physical Abuse (Rape/Incest Etc.),2005,45-59,Female,9
3066,Unemployment,2007,45-59,Female,9
186,Cancellation/Non-Settlement of Marriage,2007,45-59,Female,9
2530,Poverty,2002,0-14,Female,9
2018,Not having Children(Barrenness/Impotency,2010,60+,Female,8
1026,Failure in Examination,2007,45-59,Female,8
10,Bankruptcy or Sudden change in Economic,2003,0-14,Female,8
3040,Unemployment,2005,0-14,Female,8
2320,Paralysis,2005,0-14,Female,8
2480,Physical Abuse (Rape/Incest Etc.),2009,0-14,Female,8
967,Failure in Examination,2001,45-59,Male,8
1101,Fall in Social Reputation,2003,0-14,Male,8
1121,Fall in Social Reputation,2005,0-14,Male,8
20,Bankruptcy or Sudden change in Economic,2004,0-14,Female,8
2029,Not having Children(Barrenness/Impotency,2011,60+,Male,8
1496,Illegitimate Pregnancy,2006,45-59,Female,8
1436,Ideological Causes/Hero Worshipping,2012,45-59,Female,8
941,Drug Abuse/Addiction,2011,0-14,Male,8
1979,Not having Children(Barrenness/Impotency,2006,60+,Male,8
166,Cancellation/Non-Settlement of Marriage,2005,45-59,Female,8
716,Divorce,2012,45-59,Female,8
1349,Ideological Causes/Hero Worshipping,2003,60+,Male,8
1080,Fall in Social Reputation,2001,0-14,Female,8
2909,Suspected/Illicit Relation,2003,60+,Male,8
551,Death of Dear Person,2008,0-14,Male,8
850,Drug Abuse/Addiction,2002,0-14,Female,8
3001,Unemployment,2001,0-14,Male,8
2489,Physical Abuse (Rape/Incest Etc.),2009,60+,Male,8
2409,Physical Abuse (Rape/Incest Etc.),2001,60+,Male,8
2959,Suspected/Illicit Relation,2008,60+,Male,8
2771,Property Dispute,2002,0-14,Male,7
2507,Physical Abuse (Rape/Incest Etc.),2011,45-59,Male,7
3041,Unemployment,2005,0-14,Male,7
2921,Suspected/Illicit Relation,2005,0-14,Male,7
0,Bankruptcy or Sudden change in Economic,2001,0-14,Female,7
1357,Ideological Causes/Hero Worshipping,2004,45-59,Male,7
111,Bankruptcy or Sudden change in Economic Status,2002,0-14,Male,7
1453,Illegitimate Pregnancy,2002,15-29,Male,7
2301,Paralysis,2003,0-14,Male,7
2300,Paralysis,2003,0-14,Female,7
958,Drug Abuse/Addiction,2012,60+,Female,7
2039,Not having Children(Barrenness/Impotency,2012,60+,Male,7
921,Drug Abuse/Addiction,2009,0-14,Male,7
520,Death of Dear Person,2005,0-14,Female,7
881,Drug Abuse/Addiction,2005,0-14,Male,7
871,Drug Abuse/Addiction,2004,0-14,Male,7
190,Cancellation/Non-Settlement of Marriage,2008,0-14,Female,7
2009,Not having Children(Barrenness/Impotency,2009,60+,Male,7
2008,Not having Children(Barrenness/Impotency,2009,60+,Female,7
817,Dowry Dispute,2010,45-59,Male,7
808,Dowry Dispute,2009,60+,Female,7
228,Cancellation/Non-Settlement of Marriage,2011,60+,Female,7
1530,Illegitimate Pregnancy,2010,0-14,Female,7
757,Dowry Dispute,2004,45-59,Male,7
239,Cancellation/Non-Settlement of Marriage,2012,60+,Male,7
260,Cancer,2003,0-14,Female,7
1581,Illness (Aids/STD),2003,0-14,Male,7
1590,Illness (Aids/STD),2004,0-14,Female,7
1601,Illness (Aids/STD),2005,0-14,Male,7
1620,Illness (Aids/STD),2007,0-14,Female,7
581,Death of Dear Person,2011,0-14,Male,7
511,Death of Dear Person,2004,0-14,Male,7
1446,Illegitimate Pregnancy,2001,45-59,Female,7
530,Death of Dear Person,2006,0-14,Female,7
1170,Fall in Social Reputation,2010,0-14,Female,7
1417,Ideological Causes/Hero Worshipping,2010,45-59,Male,7
1336,Ideological Causes/Hero Worshipping,2002,45-59,Female,7
31,Bankruptcy or Sudden change in Economic,2005,0-14,Male,7
2470,Physical Abuse (Rape/Incest Etc.),2008,0-14,Female,6
1326,Ideological Causes/Hero Worshipping,2001,45-59,Female,6
1959,Not having Children(Barrenness/Impotency,2004,60+,Male,6
1961,Not having Children(Barrenness/Impotency,2005,0-14,Male,6
2910,Suspected/Illicit Relation,2004,0-14,Female,6
3048,Unemployment,2005,60+,Female,6
2418,Physical Abuse (Rape/Incest Etc.),2002,60+,Female,6
1520,Illegitimate Pregnancy,2009,0-14,Female,6
2881,Suspected/Illicit Relation,2001,0-14,Male,6
1424,Ideological Causes/Hero Worshipping,2011,30-44,Female,6
1503,Illegitimate Pregnancy,2007,15-29,Male,6
818,Dowry Dispute,2010,60+,Female,6
1546,Illegitimate Pregnancy,2011,45-59,Female,6
2949,Suspected/Illicit Relation,2007,60+,Male,6
1949,Not having Children(Barrenness/Impotency,2003,60+,Male,6
2456,Physical Abuse (Rape/Incest Etc.),2006,45-59,Female,6
659,Divorce,2006,60+,Male,6
1571,Illness (Aids/STD),2002,0-14,Male,6
2419,Physical Abuse (Rape/Incest Etc.),2002,60+,Male,6
2421,Physical Abuse (Rape/Incest Etc.),2003,0-14,Male,6
30,Bankruptcy or Sudden change in Economic,2005,0-14,Female,6
2969,Suspected/Illicit Relation,2009,60+,Male,6
2981,Suspected/Illicit Relation,2011,0-14,Male,6
481,Death of Dear Person,2001,0-14,Male,6
490,Death of Dear Person,2002,0-14,Female,6
561,Death of Dear Person,2009,0-14,Male,6
501,Death of Dear Person,2003,0-14,Male,6
1359,Ideological Causes/Hero Worshipping,2004,60+,Male,6
840,Drug Abuse/Addiction,2001,0-14,Female,6
1999,Not having Children(Barrenness/Impotency,2008,60+,Male,6
2488,Physical Abuse (Rape/Incest Etc.),2009,60+,Female,6
2658,Professional/Career Problem,2002,60+,Female,6
931,Drug Abuse/Addiction,2010,0-14,Male,6
2718,Professional/Career Problem,2008,60+,Female,6
1046,Failure in Examination,2009,45-59,Female,6
908,Drug Abuse/Addiction,2007,60+,Female,6
1470,Illegitimate Pregnancy,2004,0-14,Female,6
1006,Failure in Examination,2005,45-59,Female,6
1422,Ideological Causes/Hero Worshipping,2011,15-29,Female,6
1077,Failure in Examination,2012,45-59,Male,6
2831,Property Dispute,2008,0-14,Male,6
1131,Fall in Social Reputation,2006,0-14,Male,6
126,Cancellation/Non-Settlement of Marriage,2001,45-59,Female,6
1017,Failure in Examination,2006,45-59,Male,6
2688,Professional/Career Problem,2005,60+,Female,5
1570,Illness (Aids/STD),2002,0-14,Female,5
1368,Ideological Causes/Hero Worshipping,2005,60+,Female,5
1066,Failure in Examination,2011,45-59,Female,5
1431,Ideological Causes/Hero Worshipping,2012,0-14,Male,5
1456,Illegitimate Pregnancy,2002,45-59,Female,5
531,Death of Dear Person,2006,0-14,Male,5
619,Divorce,2002,60+,Male,5
1423,Ideological Causes/Hero Worshipping,2011,15-29,Male,5
1811,Love Affairs,2002,0-14,Male,5
2686,Professional/Career Problem,2005,45-59,Female,5
1361,Ideological Causes/Hero Worshipping,2005,0-14,Male,5
1440,Illegitimate Pregnancy,2001,0-14,Female,5
2971,Suspected/Illicit Relation,2010,0-14,Male,5
1150,Fall in Social Reputation,2008,0-14,Female,5
2591,Poverty,2008,0-14,Male,5
1510,Illegitimate Pregnancy,2008,0-14,Female,5
1141,Fall in Social Reputation,2007,0-14,Male,5
868,Drug Abuse/Addiction,2003,60+,Female,5
2630,Poverty,2012,0-14,Female,5
1118,Fall in Social Reputation,2004,60+,Female,5
1190,Fall in Social Reputation,2012,0-14,Female,5
1476,Illegitimate Pregnancy,2004,45-59,Female,5
2440,Physical Abuse (Rape/Incest Etc.),2005,0-14,Female,5
1507,Illegitimate Pregnancy,2007,45-59,Male,5
890,Drug Abuse/Addiction,2006,0-14,Female,5
951,Drug Abuse/Addiction,2012,0-14,Male,5
2900,Suspected/Illicit Relation,2003,0-14,Female,5
2901,Suspected/Illicit Relation,2003,0-14,Male,5
2731,Professional/Career Problem,2010,0-14,Male,5
1526,Illegitimate Pregnancy,2009,45-59,Female,5
911,Drug Abuse/Addiction,2008,0-14,Male,5
1110,Fall in Social Reputation,2004,0-14,Female,5
688,Divorce,2009,60+,Female,5
851,Drug Abuse/Addiction,2002,0-14,Male,5
1473,Illegitimate Pregnancy,2004,15-29,Male,5
1560,Illness (Aids/STD),2001,0-14,Female,5
2500,Physical Abuse (Rape/Incest Etc.),2011,0-14,Female,5
2361,Paralysis,2009,0-14,Male,5
281,Cancer,2005,0-14,Male,5
2506,Physical Abuse (Rape/Incest Etc.),2011,45-59,Female,5
169,Cancellation/Non-Settlement of Marriage,2005,60+,Male,5
3118,Unemployment,2012,60+,Female,5
3079,Unemployment,2008,60+,Male,5
238,Cancellation/Non-Settlement of Marriage,2012,60+,Female,5
71,Bankruptcy or Sudden change in Economic,2009,0-14,Male,5
491,Death of Dear Person,2002,0-14,Male,5
797,Dowry Dispute,2008,45-59,Male,4
1486,Illegitimate Pregnancy,2005,45-59,Female,4
2010,Not having Children(Barrenness/Impotency,2010,0-14,Female,4
848,Drug Abuse/Addiction,2001,60+,Female,4
1969,Not having Children(Barrenness/Impotency,2005,60+,Male,4
2408,Physical Abuse (Rape/Incest Etc.),2001,60+,Female,4
837,Dowry Dispute,2012,45-59,Male,4
209,Cancellation/Non-Settlement of Marriage,2009,60+,Male,4
208,Cancellation/Non-Settlement of Marriage,2009,60+,Female,4
1516,Illegitimate Pregnancy,2008,45-59,Female,4
1398,Ideological Causes/Hero Worshipping,2008,60+,Female,4
191,Cancellation/Non-Settlement of Marriage,2008,0-14,Male,4
861,Drug Abuse/Addiction,2003,0-14,Male,4
810,Dowry Dispute,2010,0-14,Female,4
2000,Not having Children(Barrenness/Impotency,2009,0-14,Female,4
2458,Physical Abuse (Rape/Incest Etc.),2006,60+,Female,4
1427,Ideological Causes/Hero Worshipping,2011,45-59,Male,4
1111,Fall in Social Reputation,2004,0-14,Male,4
521,Death of Dear Person,2005,0-14,Male,4
1483,Illegitimate Pregnancy,2005,15-29,Male,4
1420,Ideological Causes/Hero Worshipping,2011,0-14,Female,4
1036,Failure in Examination,2008,45-59,Female,4
2700,Professional/Career Problem,2007,0-14,Female,4
1027,Failure in Examination,2007,45-59,Male,4
2351,Paralysis,2008,0-14,Male,4
1438,Ideological Causes/Hero Worshipping,2012,60+,Female,4
140,Cancellation/Non-Settlement of Marriage,2003,0-14,Female,4
2479,Physical Abuse (Rape/Incest Etc.),2008,60+,Male,4
2311,Paralysis,2004,0-14,Male,4
2678,Professional/Career Problem,2004,60+,Female,4
1960,Not having Children(Barrenness/Impotency,2005,0-14,Female,4
2708,Professional/Career Problem,2007,60+,Female,4
90,Bankruptcy or Sudden change in Economic,2011,0-14,Female,4
156,Cancellation/Non-Settlement of Marriage,2004,45-59,Female,4
1416,Ideological Causes/Hero Worshipping,2010,45-59,Female,4
161,Cancellation/Non-Settlement of Marriage,2005,0-14,Male,4
1475,Illegitimate Pregnancy,2004,30-44,Male,4
80,Bankruptcy or Sudden change in Economic,2010,0-14,Female,4
1849,Love Affairs,2005,60+,Male,4
1191,Fall in Social Reputation,2012,0-14,Male,4
2698,Professional/Career Problem,2006,60+,Female,4
1556,Illegitimate Pregnancy,2012,45-59,Female,4
1338,Ideological Causes/Hero Worshipping,2002,60+,Female,4
1,Bankruptcy or Sudden change in Economic,2001,0-14,Male,4
1940,Not having Children(Barrenness/Impotency,2003,0-14,Female,4
3011,Unemployment,2002,0-14,Male,4
280,Cancer,2005,0-14,Female,4
2740,Professional/Career Problem,2011,0-14,Female,4
3020,Unemployment,2003,0-14,Female,4
1889,Love Affairs,2009,60+,Male,4
320,Cancer,2009,0-14,Female,4
737,Dowry Dispute,2002,45-59,Male,4
1660,Illness (Aids/STD),2011,0-14,Female,4
741,Dowry Dispute,2003,0-14,Male,4
3028,Unemployment,2003,60+,Female,4
250,Cancer,2002,0-14,Female,4
1879,Love Affairs,2008,60+,Male,4
2561,Poverty,2005,0-14,Male,4
2988,Suspected/Illicit Relation,2011,60+,Female,4
3000,Unemployment,2001,0-14,Female,4
541,Death of Dear Person,2007,0-14,Male,4
2438,Physical Abuse (Rape/Incest Etc.),2004,60+,Female,4
950,Drug Abuse/Addiction,2012,0-14,Female,3
1090,Fall in Social Reputation,2002,0-14,Female,3
2668,Professional/Career Problem,2003,60+,Female,3
930,Drug Abuse/Addiction,2010,0-14,Female,3
1059,Failure in Examination,2010,60+,Male,3
2038,Not having Children(Barrenness/Impotency,2012,60+,Female,3
1640,Illness (Aids/STD),2009,0-14,Female,3
891,Drug Abuse/Addiction,2006,0-14,Male,3
3080,Unemployment,2009,0-14,Female,3
141,Cancellation/Non-Settlement of Marriage,2003,0-14,Male,3
1651,Illness (Aids/STD),2010,0-14,Male,3
1671,Illness (Aids/STD),2012,0-14,Male,3
1439,Ideological Causes/Hero Worshipping,2012,60+,Male,3
2801,Property Dispute,2005,0-14,Male,3
1016,Failure in Examination,2006,45-59,Female,3
2330,Paralysis,2006,0-14,Female,3
3100,Unemployment,2011,0-14,Female,3
591,Death of Dear Person,2012,0-14,Male,3
2469,Physical Abuse (Rape/Incest Etc.),2007,60+,Male,3
2468,Physical Abuse (Rape/Incest Etc.),2007,60+,Female,3
966,Failure in Examination,2001,45-59,Female,3
996,Failure in Examination,2004,45-59,Female,3
1039,Failure in Examination,2008,60+,Male,3
2750,Professional/Career Problem,2012,0-14,Female,3
2481,Physical Abuse (Rape/Incest Etc.),2009,0-14,Male,3
977,Failure in Examination,2002,45-59,Male,3
1621,Illness (Aids/STD),2007,0-14,Male,3
1419,Ideological Causes/Hero Worshipping,2010,60+,Male,3
2028,Not having Children(Barrenness/Impotency,2011,60+,Female,3
200,Cancellation/Non-Settlement of Marriage,2009,0-14,Female,3
2741,Professional/Career Problem,2011,0-14,Male,3
2459,Physical Abuse (Rape/Incest Etc.),2006,60+,Male,3
2961,Suspected/Illicit Relation,2009,0-14,Male,3
3108,Unemployment,2011,60+,Female,3
1371,Ideological Causes/Hero Worshipping,2006,0-14,Male,3
41,Bankruptcy or Sudden change in Economic,2006,0-14,Male,3
719,Divorce,2012,60+,Male,3
1161,Fall in Social Reputation,2009,0-14,Male,3
2891,Suspected/Illicit Relation,2002,0-14,Male,3
2518,Physical Abuse (Rape/Incest Etc.),2012,60+,Female,3
1180,Fall in Social Reputation,2011,0-14,Female,3
768,Dowry Dispute,2005,60+,Female,3
229,Cancellation/Non-Settlement of Marriage,2011,60+,Male,3
767,Dowry Dispute,2005,45-59,Male,3
738,Dowry Dispute,2002,60+,Female,3
2919,Suspected/Illicit Relation,2004,60+,Male,3
1968,Not having Children(Barrenness/Impotency,2005,60+,Female,3
1370,Ideological Causes/Hero Worshipping,2006,0-14,Female,3
2931,Suspected/Illicit Relation,2006,0-14,Male,3
699,Divorce,2010,60+,Male,3
2381,Paralysis,2011,0-14,Male,3
2650,Professional/Career Problem,2002,0-14,Female,3
2648,Professional/Career Problem,2001,60+,Female,3
1480,Illegitimate Pregnancy,2005,0-14,Female,3
1500,Illegitimate Pregnancy,2007,0-14,Female,3
1938,Not having Children(Barrenness/Impotency,2001,60+,Female,3
180,Cancellation/Non-Settlement of Marriage,2007,0-14,Female,3
2951,Suspected/Illicit Relation,2008,0-14,Male,3
1920,Not having Children (Barrenness/Impotency,2002,0-14,Female,3
40,Bankruptcy or Sudden change in Economic,2006,0-14,Female,3
2460,Physical Abuse (Rape/Incest Etc.),2007,0-14,Female,3
2508,Physical Abuse (Rape/Incest Etc.),2011,60+,Female,3
1591,Illness (Aids/STD),2004,0-14,Male,3
81,Bankruptcy or Sudden change in Economic,2010,0-14,Male,2
1340,Ideological Causes/Hero Worshipping,2003,0-14,Female,2
3110,Unemployment,2012,0-14,Female,2
60,Bankruptcy or Sudden change in Economic,2008,0-14,Female,2
2800,Property Dispute,2005,0-14,Female,2
2758,Professional/Career Problem,2012,60+,Female,2
61,Bankruptcy or Sudden change in Economic,2008,0-14,Male,2
1151,Fall in Social Reputation,2008,0-14,Male,2
51,Bankruptcy or Sudden change in Economic,2007,0-14,Male,2
878,Drug Abuse/Addiction,2004,60+,Female,2
1029,Failure in Examination,2007,60+,Male,2
3038,Unemployment,2004,60+,Female,2
789,Dowry Dispute,2007,60+,Male,2
2890,Suspected/Illicit Relation,2002,0-14,Female,2
2899,Suspected/Illicit Relation,2002,60+,Male,2
221,Cancellation/Non-Settlement of Marriage,2011,0-14,Male,2
761,Dowry Dispute,2005,0-14,Male,2
759,Dowry Dispute,2004,60+,Male,2
2911,Suspected/Illicit Relation,2004,0-14,Male,2
748,Dowry Dispute,2003,60+,Female,2
727,Dowry Dispute,2001,45-59,Male,2
718,Divorce,2012,60+,Female,2
201,Cancellation/Non-Settlement of Marriage,2009,0-14,Male,2
709,Divorce,2011,60+,Male,2
1350,Ideological Causes/Hero Worshipping,2004,0-14,Female,2
680,Divorce,2009,0-14,Female,2
669,Divorce,2007,60+,Male,2
290,Cancer,2006,0-14,Female,2
639,Divorce,2004,60+,Male,2
310,Cancer,2008,0-14,Female,2
3010,Unemployment,2002,0-14,Female,2
608,Divorce,2001,60+,Female,2
791,Dowry Dispute,2008,0-14,Male,2
199,Cancellation/Non-Settlement of Marriage,2008,60+,Male,2
100,Bankruptcy or Sudden change in Economic,2012,0-14,Female,2
151,Cancellation/Non-Settlement of Marriage,2004,0-14,Male,2
129,Cancellation/Non-Settlement of Marriage,2001,60+,Male,2
2810,Property Dispute,2006,0-14,Female,2
1008,Failure in Examination,2005,60+,Female,2
999,Failure in Examination,2004,60+,Male,2
2820,Property Dispute,2007,0-14,Female,2
2821,Property Dispute,2007,0-14,Male,2
976,Failure in Examination,2002,45-59,Female,2
148,Cancellation/Non-Settlement of Marriage,2003,60+,Female,2
149,Cancellation/Non-Settlement of Marriage,2003,60+,Male,2
920,Drug Abuse/Addiction,2009,0-14,Female,2
198,Cancellation/Non-Settlement of Marriage,2008,60+,Female,2
910,Drug Abuse/Addiction,2008,0-14,Female,2
160,Cancellation/Non-Settlement of Marriage,2005,0-14,Female,2
3070,Unemployment,2008,0-14,Female,2
880,Drug Abuse/Addiction,2005,0-14,Female,2
3061,Unemployment,2007,0-14,Male,2
860,Drug Abuse/Addiction,2003,0-14,Female,2
830,Dowry Dispute,2012,0-14,Female,2
820,Dowry Dispute,2011,0-14,Female,2
819,Dowry Dispute,2010,60+,Male,2
2939,Suspected/Illicit Relation,2006,60+,Male,2
2441,Physical Abuse (Rape/Incest Etc.),2005,0-14,Male,2
2331,Paralysis,2006,0-14,Male,2
2491,Physical Abuse (Rape/Incest Etc.),2010,0-14,Male,2
2728,Professional/Career Problem,2009,60+,Female,2
1661,Illness (Aids/STD),2011,0-14,Male,2
2310,Paralysis,2004,0-14,Female,2
1429,Ideological Causes/Hero Worshipping,2011,60+,Male,2
1404,Ideological Causes/Hero Worshipping,2009,30-44,Female,2
2281,Paralysis,2001,0-14,Male,2
2280,Paralysis,2001,0-14,Female,2
1477,Illegitimate Pregnancy,2004,45-59,Male,2
2730,Professional/Career Problem,2010,0-14,Female,2
1958,Not having Children(Barrenness/Impotency,2004,60+,Female,2
1978,Not having Children(Barrenness/Impotency,2006,60+,Female,2
2498,Physical Abuse (Rape/Incest Etc.),2010,60+,Female,2
1421,Ideological Causes/Hero Worshipping,2011,0-14,Male,2
2710,Professional/Career Problem,2008,0-14,Female,2
1465,Illegitimate Pregnancy,2003,30-44,Male,2
1418,Ideological Causes/Hero Worshipping,2010,60+,Female,2
