,Type,Year,State,Gender,Total
3210,Matriculate/Secondary,2010,Tamil Nadu,Female,830
3182,Matriculate/Secondary,2010,Karnataka,Female,828
4168,Middle,2012,Madhya Pradesh,Female,827
3717,Middle,2006,Assam,Male,825
4713,No Education,2008,Gujarat,Male,824
3137,Matriculate/Secondary,2009,Rajasthan,Male,824
6112,Primary,2004,Gujarat,Female,824
5972,Primary,2002,Gujarat,Female,820
3119,Matriculate/Secondary,2009,Madhya Pradesh,Male,818
2523,Matriculate/Secondary,2001,Andhra Pradesh,Male,818
6688,Primary,2012,Madhya Pradesh,Female,817
3609,Middle,2004,Madhya Pradesh,Male,815
4607,No Education,2006,Rajasthan,Male,812
6058,Primary,2003,Madhya Pradesh,Female,811
4983,No Education,2012,Chhattisgarh,Male,811
2663,Matriculate/Secondary,2003,Andhra Pradesh,Male,809
3218,Matriculate/Secondary,2010,West Bengal,Female,805
4660,No Education,2007,Maharashtra,Female,802
2803,Matriculate/Secondary,2005,Andhra Pradesh,Male,796
6252,Primary,2006,Gujarat,Female,796
3742,Middle,2006,Karnataka,Female,795
5918,Primary,2001,Madhya Pradesh,Female,795
6182,Primary,2005,Gujarat,Female,793
2415,Intermediate/Pre-University,2011,Kerala,Male,793
6268,Primary,2006,Madhya Pradesh,Female,792
6128,Primary,2004,Madhya Pradesh,Female,791
3819,Middle,2007,Madhya Pradesh,Male,789
1888,Intermediate/Pre-University,2003,West Bengal,Female,782
5914,Primary,2001,Kerala,Female,781
3392,Middle,2001,Karnataka,Female,780
3078,Matriculate/Secondary,2008,West Bengal,Female,778
2351,Intermediate/Pre-University,2010,Maharashtra,Male,778
6339,Primary,2007,Madhya Pradesh,Male,777
6243,Primary,2006,Chhattisgarh,Male,776
3532,Middle,2003,Karnataka,Female,776
6497,Primary,2009,Rajasthan,Male,776
2345,Intermediate/Pre-University,2010,Kerala,Male,775
3583,Middle,2004,Chhattisgarh,Male,775
4013,Middle,2010,Gujarat,Male,775
6567,Primary,2010,Rajasthan,Male,775
4083,Middle,2011,Gujarat,Male,774
2589,Matriculate/Secondary,2001,West Bengal,Male,773
4353,No Education,2003,Chhattisgarh,Male,772
2581,Matriculate/Secondary,2001,Tamil Nadu,Male,767
3148,Matriculate/Secondary,2009,West Bengal,Female,766
4153,Middle,2012,Gujarat,Male,765
2449,Intermediate/Pre-University,2011,West Bengal,Male,763
6427,Primary,2008,Rajasthan,Male,759
2243,Intermediate/Pre-University,2009,Andhra Pradesh,Male,755
3464,Middle,2002,Kerala,Female,755
2651,Matriculate/Secondary,2002,Tamil Nadu,Male,754
4519,No Education,2005,Madhya Pradesh,Male,754
2857,Matriculate/Secondary,2005,Rajasthan,Male,753
6103,Primary,2004,Chhattisgarh,Male,753
3653,Middle,2005,Chhattisgarh,Male,752
6054,Primary,2003,Kerala,Female,752
3049,Matriculate/Secondary,2008,Madhya Pradesh,Male,748
2281,Intermediate/Pre-University,2009,Maharashtra,Male,746
2413,Intermediate/Pre-University,2011,Karnataka,Male,745
4853,No Education,2010,Gujarat,Male,744
3943,Middle,2009,Gujarat,Male,744
4433,No Education,2004,Gujarat,Male,743
2868,Matriculate/Secondary,2005,West Bengal,Female,743
3044,Matriculate/Secondary,2008,Kerala,Female,742
2658,Matriculate/Secondary,2002,West Bengal,Female,742
3873,Middle,2008,Gujarat,Male,742
2510,Intermediate/Pre-University,2012,Tamil Nadu,Female,741
4092,Middle,2011,Karnataka,Female,741
6338,Primary,2007,Madhya Pradesh,Female,740
3114,Matriculate/Secondary,2009,Kerala,Female,740
1951,Intermediate/Pre-University,2004,Tamil Nadu,Male,739
4658,No Education,2007,Madhya Pradesh,Female,739
2485,Intermediate/Pre-University,2012,Kerala,Male,736
2071,Intermediate/Pre-University,2006,Maharashtra,Male,736
3067,Matriculate/Secondary,2008,Rajasthan,Male,736
4730,No Education,2008,Maharashtra,Female,736
3358,Matriculate/Secondary,2012,West Bengal,Female,734
3258,Matriculate/Secondary,2011,Madhya Pradesh,Female,733
3462,Middle,2002,Karnataka,Female,731
5984,Primary,2002,Kerala,Female,729
6042,Primary,2003,Gujarat,Female,728
3070,Matriculate/Secondary,2008,Tamil Nadu,Female,725
4449,No Education,2004,Madhya Pradesh,Male,723
3362,Middle,2001,Andhra Pradesh,Female,722
3233,Matriculate/Secondary,2011,Chhattisgarh,Male,722
3328,Matriculate/Secondary,2012,Madhya Pradesh,Female,721
4137,Middle,2012,Assam,Male,719
3997,Middle,2010,Assam,Male,716
2021,Intermediate/Pre-University,2005,Tamil Nadu,Male,714
3399,Middle,2001,Madhya Pradesh,Male,714
3008,Matriculate/Secondary,2007,West Bengal,Female,710
4677,No Education,2007,Rajasthan,Male,709
3882,Middle,2008,Karnataka,Female,708
6421,Primary,2008,Odisha,Male,707
6071,Primary,2003,Odisha,Male,707
3744,Middle,2006,Kerala,Female,707
4117,Middle,2011,Rajasthan,Male,705
2211,Intermediate/Pre-University,2008,Maharashtra,Male,705
3539,Middle,2003,Madhya Pradesh,Male,704
3534,Middle,2003,Kerala,Female,703
2141,Intermediate/Pre-University,2007,Maharashtra,Male,703
3347,Matriculate/Secondary,2012,Rajasthan,Male,702
6124,Primary,2004,Kerala,Female,701
4800,No Education,2009,Maharashtra,Female,700
3901,Middle,2008,Odisha,Male,699
3538,Middle,2003,Madhya Pradesh,Female,696
1931,Intermediate/Pre-University,2004,Maharashtra,Male,695
4940,No Education,2011,Maharashtra,Female,694
4573,No Education,2006,Gujarat,Male,694
4870,No Education,2010,Maharashtra,Female,694
6033,Primary,2003,Chhattisgarh,Male,693
2624,Matriculate/Secondary,2002,Kerala,Female,693
4912,No Education,2011,Chhattisgarh,Female,692
3000,Matriculate/Secondary,2007,Tamil Nadu,Female,690
6637,Primary,2011,Rajasthan,Male,687
6357,Primary,2007,Rajasthan,Male,687
5893,Primary,2001,Chhattisgarh,Male,686
3468,Middle,2002,Madhya Pradesh,Female,685
3042,Matriculate/Secondary,2008,Karnataka,Female,684
3604,Middle,2004,Kerala,Female,683
3207,Matriculate/Secondary,2010,Rajasthan,Male,682
3679,Middle,2005,Madhya Pradesh,Male,682
3888,Middle,2008,Madhya Pradesh,Female,681
3243,Matriculate/Secondary,2011,Gujarat,Male,681
6147,Primary,2004,Rajasthan,Male,681
1958,Intermediate/Pre-University,2004,West Bengal,Female,681
6077,Primary,2003,Rajasthan,Male,681
3271,Matriculate/Secondary,2011,Odisha,Male,680
2239,Intermediate/Pre-University,2008,West Bengal,Male,679
3674,Middle,2005,Kerala,Female,678
4250,No Education,2001,Odisha,Female,676
4537,No Education,2005,Rajasthan,Male,675
5026,No Education,2012,Rajasthan,Female,673
2974,Matriculate/Secondary,2007,Kerala,Female,671
2904,Matriculate/Secondary,2006,Kerala,Female,670
3723,Middle,2006,Chhattisgarh,Male,670
3907,Middle,2008,Rajasthan,Male,669
3608,Middle,2004,Madhya Pradesh,Female,669
3082,Matriculate/Secondary,2009,Andhra Pradesh,Female,669
3398,Middle,2001,Madhya Pradesh,Female,668
4022,Middle,2010,Karnataka,Female,666
4643,No Education,2007,Gujarat,Male,666
2979,Matriculate/Secondary,2007,Madhya Pradesh,Male,665
2103,Intermediate/Pre-University,2007,Andhra Pradesh,Male,661
3245,Matriculate/Secondary,2011,Haryana,Male,660
4993,No Education,2012,Gujarat,Male,660
3163,Matriculate/Secondary,2010,Chhattisgarh,Male,660
2834,Matriculate/Secondary,2005,Kerala,Female,659
3322,Matriculate/Secondary,2012,Karnataka,Female,658
2309,Intermediate/Pre-University,2009,West Bengal,Male,657
3814,Middle,2007,Kerala,Female,657
3749,Middle,2006,Madhya Pradesh,Male,657
1671,Graduate,2012,Tamil Nadu,Male,657
2930,Matriculate/Secondary,2006,Tamil Nadu,Female,656
5010,No Education,2012,Maharashtra,Female,655
4783,No Education,2009,Gujarat,Male,655
4965,No Education,2011,Uttar Pradesh,Male,654
2769,Matriculate/Secondary,2004,Madhya Pradesh,Male,650
5021,No Education,2012,Odisha,Male,650
6199,Primary,2005,Madhya Pradesh,Male,650
4619,No Education,2006,West Bengal,Male,648
4746,No Education,2008,Rajasthan,Female,647
2997,Matriculate/Secondary,2007,Rajasthan,Male,646
5963,Primary,2002,Chhattisgarh,Male,645
4047,Middle,2010,Rajasthan,Male,645
2379,Intermediate/Pre-University,2010,West Bengal,Male,644
3103,Matriculate/Secondary,2009,Gujarat,Male,643
3222,Matriculate/Secondary,2011,Andhra Pradesh,Female,642
1861,Intermediate/Pre-University,2003,Maharashtra,Male,642
6198,Primary,2005,Madhya Pradesh,Female,642
3803,Middle,2007,Gujarat,Male,640
3184,Matriculate/Secondary,2010,Kerala,Female,640
3173,Matriculate/Secondary,2010,Gujarat,Male,639
4633,No Education,2007,Chhattisgarh,Male,638
3373,Middle,2001,Chhattisgarh,Male,637
2169,Intermediate/Pre-University,2007,West Bengal,Male,637
3292,Matriculate/Secondary,2012,Andhra Pradesh,Female,636
3884,Middle,2008,Kerala,Female,636
4923,No Education,2011,Gujarat,Male,636
3812,Middle,2007,Karnataka,Female,635
4283,No Education,2002,Chhattisgarh,Male,635
4251,No Education,2001,Odisha,Male,633
3837,Middle,2007,Rajasthan,Male,632
2489,Intermediate/Pre-University,2012,Madhya Pradesh,Male,630
4503,No Education,2005,Gujarat,Male,629
4072,Middle,2011,Chhattisgarh,Female,629
3818,Middle,2007,Madhya Pradesh,Female,628
3977,Middle,2009,Rajasthan,Male,628
2279,Intermediate/Pre-University,2009,Madhya Pradesh,Male,627
3061,Matriculate/Secondary,2008,Odisha,Male,626
4957,No Education,2011,Rajasthan,Male,626
4606,No Education,2006,Rajasthan,Female,626
3112,Matriculate/Secondary,2009,Karnataka,Female,625
3954,Middle,2009,Kerala,Female,625
4187,Middle,2012,Rajasthan,Male,625
4181,Middle,2012,Odisha,Male,625
4618,No Education,2006,West Bengal,Female,624
2343,Intermediate/Pre-University,2010,Karnataka,Male,623
6001,Primary,2002,Odisha,Male,623
3188,Matriculate/Secondary,2010,Madhya Pradesh,Female,621
4816,No Education,2009,Rajasthan,Female,619
6707,Primary,2012,Rajasthan,Male,618
4782,No Education,2009,Gujarat,Female,618
4111,Middle,2011,Odisha,Male,617
3093,Matriculate/Secondary,2009,Chhattisgarh,Male,617
3033,Matriculate/Secondary,2008,Gujarat,Male,617
6217,Primary,2005,Rajasthan,Male,616
2065,Intermediate/Pre-University,2006,Kerala,Male,613
6631,Primary,2011,Odisha,Male,613
3551,Middle,2003,Odisha,Male,612
3481,Middle,2002,Odisha,Male,612
2135,Intermediate/Pre-University,2007,Kerala,Male,610
1881,Intermediate/Pre-University,2003,Tamil Nadu,Male,609
4886,No Education,2010,Rajasthan,Female,607
2965,Matriculate/Secondary,2007,Haryana,Male,606
4363,No Education,2003,Gujarat,Male,606
2001,Intermediate/Pre-University,2005,Maharashtra,Male,606
4320,No Education,2002,Odisha,Female,606
3647,Middle,2005,Assam,Male,605
2203,Intermediate/Pre-University,2008,Karnataka,Male,605
3857,Middle,2008,Assam,Male,605
2963,Matriculate/Secondary,2007,Gujarat,Male,604
2370,Intermediate/Pre-University,2010,Tamil Nadu,Female,603
2205,Intermediate/Pre-University,2008,Kerala,Male,601
4754,No Education,2008,Uttar Pradesh,Female,600
3767,Middle,2006,Rajasthan,Male,600
2419,Intermediate/Pre-University,2011,Madhya Pradesh,Male,598
3152,Matriculate/Secondary,2010,Andhra Pradesh,Female,598
2798,Matriculate/Secondary,2004,West Bengal,Female,598
4213,No Education,2001,Chhattisgarh,Male,598
4002,Middle,2010,Chhattisgarh,Female,597
3012,Matriculate/Secondary,2008,Andhra Pradesh,Female,596
3277,Matriculate/Secondary,2011,Rajasthan,Male,596
2902,Matriculate/Secondary,2006,Karnataka,Female,595
2300,Intermediate/Pre-University,2009,Tamil Nadu,Female,594
3023,Matriculate/Secondary,2008,Chhattisgarh,Male,593
4684,No Education,2007,Uttar Pradesh,Female,592
3748,Middle,2006,Madhya Pradesh,Female,592
3324,Matriculate/Secondary,2012,Kerala,Female,591
6211,Primary,2005,Odisha,Male,586
3285,Matriculate/Secondary,2011,Uttar Pradesh,Male,586
2972,Matriculate/Secondary,2007,Karnataka,Female,584
2554,Matriculate/Secondary,2001,Kerala,Female,582
4334,No Education,2002,Uttar Pradesh,Female,581
3678,Middle,2005,Madhya Pradesh,Female,580
2133,Intermediate/Pre-University,2007,Karnataka,Male,580
4094,Middle,2011,Kerala,Female,578
4404,No Education,2003,Uttar Pradesh,Female,578
3443,Middle,2002,Chhattisgarh,Male,577
3252,Matriculate/Secondary,2011,Karnataka,Female,577
2273,Intermediate/Pre-University,2009,Karnataka,Male,576
4925,No Education,2011,Haryana,Male,575
4852,No Education,2010,Gujarat,Female,574
3118,Matriculate/Secondary,2009,Madhya Pradesh,Female,573
3254,Matriculate/Secondary,2011,Kerala,Female,572
3383,Middle,2001,Gujarat,Male,572
1783,Intermediate/Pre-University,2002,Karnataka,Male,572
3627,Middle,2004,Rajasthan,Male,571
3315,Matriculate/Secondary,2012,Haryana,Male,570
4712,No Education,2008,Gujarat,Female,569
3303,Matriculate/Secondary,2012,Chhattisgarh,Male,569
4397,No Education,2003,Rajasthan,Male,569
4067,Middle,2011,Assam,Male,568
6701,Primary,2012,Odisha,Male,568
4223,No Education,2001,Gujarat,Male,568
4536,No Education,2005,Rajasthan,Female,567
2699,Matriculate/Secondary,2003,Madhya Pradesh,Male,565
3513,Middle,2003,Chhattisgarh,Male,564
2033,Intermediate/Pre-University,2006,Andhra Pradesh,Male,563
3035,Matriculate/Secondary,2008,Haryana,Male,563
4460,No Education,2004,Odisha,Female,563
2588,Matriculate/Secondary,2001,West Bengal,Female,562
3927,Middle,2009,Assam,Male,562
2764,Matriculate/Secondary,2004,Kerala,Female,561
3691,Middle,2005,Odisha,Male,560
4951,No Education,2011,Odisha,Male,560
4572,No Education,2006,Gujarat,Female,559
3621,Middle,2004,Odisha,Male,558
4222,No Education,2001,Gujarat,Female,558
2603,Matriculate/Secondary,2002,Chhattisgarh,Male,558
4461,No Education,2004,Odisha,Male,558
1963,Intermediate/Pre-University,2005,Andhra Pradesh,Male,557
4432,No Education,2004,Gujarat,Female,556
6007,Primary,2002,Rajasthan,Male,556
4531,No Education,2005,Odisha,Male,555
1811,Intermediate/Pre-University,2002,Tamil Nadu,Male,554
1853,Intermediate/Pre-University,2003,Karnataka,Male,554
6194,Primary,2005,Kerala,Female,554
4293,No Education,2002,Gujarat,Male,554
4321,No Education,2002,Odisha,Male,554
3761,Middle,2006,Odisha,Male,553
3437,Middle,2002,Assam,Male,553
6382,Primary,2008,Chhattisgarh,Female,552
3297,Matriculate/Secondary,2012,Assam,Male,551
1995,Intermediate/Pre-University,2005,Kerala,Male,550
2063,Intermediate/Pre-University,2006,Karnataka,Male,550
6522,Primary,2010,Chhattisgarh,Female,550
3697,Middle,2005,Rajasthan,Male,550
4772,No Education,2009,Chhattisgarh,Female,549
3733,Middle,2006,Gujarat,Male,549
4562,No Education,2006,Chhattisgarh,Female,548
5937,Primary,2001,Rajasthan,Male,548
3341,Matriculate/Secondary,2012,Odisha,Male,546
4152,Middle,2012,Gujarat,Female,545
3932,Middle,2009,Chhattisgarh,Female,544
2909,Matriculate/Secondary,2006,Madhya Pradesh,Male,544
4024,Middle,2010,Kerala,Female,544
4335,No Education,2002,Uttar Pradesh,Male,543
5887,Primary,2001,Assam,Male,542
3952,Middle,2009,Karnataka,Female,542
2453,Intermediate/Pre-University,2012,Andhra Pradesh,Male,541
4391,No Education,2003,Odisha,Male,541
1785,Intermediate/Pre-University,2002,Kerala,Male,540
2694,Matriculate/Secondary,2003,Kerala,Female,539
2028,Intermediate/Pre-University,2005,West Bengal,Female,539
4922,No Education,2011,Gujarat,Female,538
2519,Intermediate/Pre-University,2012,West Bengal,Male,538
6592,Primary,2011,Chhattisgarh,Female,537
4362,No Education,2003,Gujarat,Female,537
6404,Primary,2008,Kerala,Female,536
2349,Intermediate/Pre-University,2010,Madhya Pradesh,Male,536
3131,Matriculate/Secondary,2009,Odisha,Male,536
4125,Middle,2011,Uttar Pradesh,Male,535
6264,Primary,2006,Kerala,Female,534
2655,Matriculate/Secondary,2002,Uttar Pradesh,Male,533
2787,Matriculate/Secondary,2004,Rajasthan,Male,532
6544,Primary,2010,Kerala,Female,531
3831,Middle,2007,Odisha,Male,530
4755,No Education,2008,Uttar Pradesh,Male,530
2790,Matriculate/Secondary,2004,Tamil Nadu,Female,529
6491,Primary,2009,Odisha,Male,528
6141,Primary,2004,Odisha,Male,527
1791,Intermediate/Pre-University,2002,Maharashtra,Male,526
4642,No Education,2007,Gujarat,Female,525
2209,Intermediate/Pre-University,2008,Madhya Pradesh,Male,522
3663,Middle,2005,Gujarat,Male,520
4390,No Education,2003,Odisha,Female,520
3453,Middle,2002,Gujarat,Male,518
1819,Intermediate/Pre-University,2002,West Bengal,Male,517
6224,Primary,2005,Uttar Pradesh,Female,517
6351,Primary,2007,Odisha,Male,517
6172,Primary,2005,Chhattisgarh,Female,517
2711,Matriculate/Secondary,2003,Odisha,Male,515
4544,No Education,2005,Uttar Pradesh,Female,515
4676,No Education,2007,Rajasthan,Female,514
2720,Matriculate/Secondary,2003,Tamil Nadu,Female,514
1715,Intermediate/Pre-University,2001,Kerala,Male,512
4375,No Education,2003,Kerala,Male,512
1893,Intermediate/Pre-University,2004,Andhra Pradesh,Male,511
2921,Matriculate/Secondary,2006,Odisha,Male,511
6027,Primary,2003,Assam,Male,510
6452,Primary,2009,Chhattisgarh,Female,510
6281,Primary,2006,Odisha,Male,509
4982,No Education,2012,Chhattisgarh,Female,507
6312,Primary,2007,Chhattisgarh,Female,506
4292,No Education,2002,Gujarat,Female,505
6561,Primary,2010,Odisha,Male,505
4467,No Education,2004,Rajasthan,Male,504
3355,Matriculate/Secondary,2012,Uttar Pradesh,Male,504
2629,Matriculate/Secondary,2002,Madhya Pradesh,Male,503
2641,Matriculate/Secondary,2002,Odisha,Male,501
1923,Intermediate/Pre-University,2004,Karnataka,Male,501
4824,No Education,2009,Uttar Pradesh,Female,499
2953,Matriculate/Secondary,2007,Chhattisgarh,Male,499
6474,Primary,2009,Kerala,Female,498
3487,Middle,2002,Rajasthan,Male,498
2781,Matriculate/Secondary,2004,Odisha,Male,498
4180,Middle,2012,Odisha,Female,497
3367,Middle,2001,Assam,Male,497
2650,Matriculate/Secondary,2002,Tamil Nadu,Female,497
2737,Matriculate/Secondary,2004,Assam,Male,497
1753,Intermediate/Pre-University,2002,Andhra Pradesh,Male,496
2230,Intermediate/Pre-University,2008,Tamil Nadu,Female,495
4992,No Education,2012,Gujarat,Female,495
4041,Middle,2010,Odisha,Male,493
3523,Middle,2003,Gujarat,Male,492
4502,No Education,2005,Gujarat,Female,491
3971,Middle,2009,Odisha,Male,490
3201,Matriculate/Secondary,2010,Odisha,Male,489
4492,No Education,2005,Chhattisgarh,Female,489
2860,Matriculate/Secondary,2005,Tamil Nadu,Female,489
6614,Primary,2011,Kerala,Female,489
4396,No Education,2003,Rajasthan,Female,488
6605,Primary,2011,Haryana,Male,487
5930,Primary,2001,Odisha,Female,487
4842,No Education,2010,Chhattisgarh,Female,486
4697,No Education,2008,Assam,Male,485
3577,Middle,2004,Assam,Male,485
4530,No Education,2005,Odisha,Female,484
4082,Middle,2011,Gujarat,Female,484
4671,No Education,2007,Odisha,Male,483
4445,No Education,2004,Kerala,Male,483
4894,No Education,2010,Uttar Pradesh,Female,482
4811,No Education,2009,Odisha,Male,482
4422,No Education,2004,Chhattisgarh,Female,481
2832,Matriculate/Secondary,2005,Karnataka,Female,480
6434,Primary,2008,Uttar Pradesh,Female,480
4825,No Education,2009,Uttar Pradesh,Male,479
2768,Matriculate/Secondary,2004,Madhya Pradesh,Female,479
2227,Intermediate/Pre-University,2008,Rajasthan,Male,479
2795,Matriculate/Secondary,2004,Uttar Pradesh,Male,479
2440,Intermediate/Pre-University,2011,Tamil Nadu,Female,478
6334,Primary,2007,Kerala,Female,478
4195,Middle,2012,Uttar Pradesh,Male,477
2543,Matriculate/Secondary,2001,Gujarat,Male,477
6684,Primary,2012,Kerala,Female,475
6015,Primary,2002,Uttar Pradesh,Male,475
6014,Primary,2002,Uttar Pradesh,Female,475
6700,Primary,2012,Odisha,Female,474
3942,Middle,2009,Gujarat,Female,474
4012,Middle,2010,Gujarat,Female,473
1749,Intermediate/Pre-University,2001,West Bengal,Male,473
2978,Matriculate/Secondary,2007,Madhya Pradesh,Female,473
4964,No Education,2011,Uttar Pradesh,Female,473
2278,Intermediate/Pre-University,2009,Madhya Pradesh,Female,473
4256,No Education,2001,Rajasthan,Female,472
2160,Intermediate/Pre-University,2007,Tamil Nadu,Female,471
2762,Matriculate/Secondary,2004,Karnataka,Female,471
4741,No Education,2008,Odisha,Male,471
3735,Middle,2006,Haryana,Male,471
2839,Matriculate/Secondary,2005,Madhya Pradesh,Male,470
3862,Middle,2008,Chhattisgarh,Female,470
4164,Middle,2012,Kerala,Female,470
2515,Intermediate/Pre-University,2012,Uttar Pradesh,Male,469
2692,Matriculate/Secondary,2003,Karnataka,Female,469
831,Diploma,2012,Tamil Nadu,Male,468
3593,Middle,2004,Gujarat,Male,467
2942,Matriculate/Secondary,2007,Andhra Pradesh,Female,466
3411,Middle,2001,Odisha,Male,465
4466,No Education,2004,Rajasthan,Female,464
2753,Matriculate/Secondary,2004,Gujarat,Male,464
5931,Primary,2001,Odisha,Male,463
2895,Matriculate/Secondary,2006,Haryana,Male,463
3830,Middle,2007,Odisha,Female,462
2893,Matriculate/Secondary,2006,Gujarat,Male,461
2613,Matriculate/Secondary,2002,Gujarat,Male,461
6630,Primary,2011,Odisha,Female,461
4670,No Education,2007,Odisha,Female,459
4405,No Education,2003,Uttar Pradesh,Male,458
4956,No Education,2011,Rajasthan,Female,458
2717,Matriculate/Secondary,2003,Rajasthan,Male,457
6210,Primary,2005,Odisha,Female,456
1993,Intermediate/Pre-University,2005,Karnataka,Male,456
