,State,Year,Type,Gender,Total
2913,Nagaland,2004,Married,Male,13
380,Assam,2003,Divorcee,Female,13
2280,Madhya Pradesh,2001,Divorcee,Female,13
3051,Odisha,2006,Divorcee,Male,13
3568,Sikkim,2009,Widowed/Widower,Female,13
390,Assam,2004,Divorcee,Female,13
2516,Maharashtra,2012,Seperated,Female,13
2555,Manipur,2004,Never Married,Male,13
1797,Jammu & Kashmir,2012,Seperated,Male,13
2965,Nagaland,2009,Never Married,Male,13
3001,Odisha,2001,Divorcee,Male,13
497,Bihar,2002,Seperated,Male,13
3420,Rajasthan,2007,Divorcee,Female,13
1321,Gujarat,2001,Divorcee,Male,13
2821,Mizoram,2007,Divorcee,Male,13
1951,Karnataka,2004,Divorcee,Male,13
842,D & N Haveli,2001,Married,Female,13
315,Arunachal Pradesh,2008,Never Married,Male,13
3268,Punjab,2003,Widowed/Widower,Female,13
1916,Jharkhand,2012,Seperated,Female,13
624,Chandigarh,2003,Never Married,Female,13
1659,Himachal Pradesh,2010,Widowed/Widower,Male,13
1606,Himachal Pradesh,2005,Seperated,Female,13
3901,Uttar Pradesh,2007,Divorcee,Male,13
2692,Meghalaya,2006,Married,Female,13
2030,Karnataka,2012,Divorcee,Female,13
1838,Jharkhand,2004,Widowed/Widower,Female,13
1126,Delhi,2005,Seperated,Female,13
3390,Rajasthan,2004,Divorcee,Female,13
3228,Puducherry,2011,Widowed/Widower,Female,13
2613,Manipur,2010,Married,Male,13
1676,Himachal Pradesh,2012,Seperated,Female,13
632,Chandigarh,2004,Married,Female,13
2963,Nagaland,2009,Married,Male,12
2714,Meghalaya,2008,Never Married,Female,12
2702,Meghalaya,2007,Married,Female,12
614,Chandigarh,2002,Never Married,Female,12
3788,Tripura,2007,Widowed/Widower,Female,12
3495,Sikkim,2002,Never Married,Male,12
2835,Mizoram,2008,Never Married,Male,12
451,Assam,2010,Divorcee,Male,12
2915,Nagaland,2004,Never Married,Male,12
2525,Manipur,2001,Never Married,Male,12
3241,Punjab,2001,Divorcee,Male,12
2523,Manipur,2001,Married,Male,12
3091,Odisha,2010,Divorcee,Male,12
3881,Uttar Pradesh,2005,Divorcee,Male,12
746,Chhattisgarh,2003,Seperated,Female,12
518,Bihar,2004,Widowed/Widower,Female,12
955,D & N Haveli,2012,Never Married,Male,12
3729,Tripura,2001,Widowed/Widower,Male,12
360,Assam,2001,Divorcee,Female,12
2623,Manipur,2011,Married,Male,12
547,Bihar,2007,Seperated,Male,12
2995,Nagaland,2012,Never Married,Male,12
3371,Rajasthan,2002,Divorcee,Male,12
2734,Meghalaya,2010,Never Married,Female,12
3277,Punjab,2004,Seperated,Male,12
556,Bihar,2008,Seperated,Female,12
892,D & N Haveli,2006,Married,Female,12
2543,Manipur,2003,Married,Male,12
571,Bihar,2010,Divorcee,Male,12
486,Bihar,2001,Seperated,Female,12
820,Chhattisgarh,2011,Divorcee,Female,12
821,Chhattisgarh,2011,Divorcee,Male,12
3287,Punjab,2005,Seperated,Male,12
344,Arunachal Pradesh,2011,Never Married,Female,12
2635,Manipur,2012,Never Married,Male,12
1320,Gujarat,2001,Divorcee,Female,12
1830,Jharkhand,2004,Divorcee,Female,12
245,Arunachal Pradesh,2001,Never Married,Male,12
1849,Jharkhand,2005,Widowed/Widower,Male,12
4028,Uttarakhand,2007,Widowed/Widower,Female,12
1599,Himachal Pradesh,2004,Widowed/Widower,Male,12
1807,Jharkhand,2001,Seperated,Male,12
4,A & N Islands,2001,Never Married,Female,12
1089,Delhi,2001,Widowed/Widower,Male,12
1466,Haryana,2003,Seperated,Female,12
74,A & N Islands,2008,Never Married,Female,12
1461,Haryana,2003,Divorcee,Male,12
1149,Delhi,2007,Widowed/Widower,Male,12
1136,Delhi,2006,Seperated,Female,12
1821,Jharkhand,2003,Divorcee,Male,12
1726,Jammu & Kashmir,2005,Seperated,Female,12
1677,Himachal Pradesh,2012,Seperated,Male,12
1790,Jammu & Kashmir,2012,Divorcee,Female,12
255,Arunachal Pradesh,2002,Never Married,Male,12
1811,Jharkhand,2002,Divorcee,Male,12
935,D & N Haveli,2010,Never Married,Male,11
1063,Daman & Diu,2011,Married,Male,11
3421,Rajasthan,2007,Divorcee,Male,11
2633,Manipur,2012,Married,Male,11
2903,Nagaland,2003,Married,Male,11
536,Bihar,2006,Seperated,Female,11
1648,Himachal Pradesh,2009,Widowed/Widower,Female,11
2615,Manipur,2010,Never Married,Male,11
509,Bihar,2003,Widowed/Widower,Male,11
942,D & N Haveli,2011,Married,Female,11
852,D & N Haveli,2002,Married,Female,11
2851,Mizoram,2010,Divorcee,Male,11
1685,Jammu & Kashmir,2001,Never Married,Male,11
3347,Punjab,2011,Seperated,Male,11
2603,Manipur,2009,Married,Male,11
114,A & N Islands,2012,Never Married,Female,11
685,Chandigarh,2009,Never Married,Male,11
644,Chandigarh,2005,Never Married,Female,11
94,A & N Islands,2010,Never Married,Female,11
2993,Nagaland,2012,Married,Male,11
3541,Sikkim,2007,Divorcee,Male,11
275,Arunachal Pradesh,2004,Never Married,Male,11
1897,Jharkhand,2010,Seperated,Male,11
2341,Madhya Pradesh,2007,Divorcee,Male,11
265,Arunachal Pradesh,2003,Never Married,Male,11
1858,Jharkhand,2006,Widowed/Widower,Female,11
3407,Rajasthan,2005,Seperated,Male,11
400,Assam,2005,Divorcee,Female,11
3188,Puducherry,2007,Widowed/Widower,Female,11
3838,Tripura,2012,Widowed/Widower,Female,11
2652,Meghalaya,2002,Married,Female,11
2486,Maharashtra,2009,Seperated,Female,11
807,Chhattisgarh,2009,Seperated,Male,11
410,Assam,2006,Divorcee,Female,11
354,Arunachal Pradesh,2012,Never Married,Female,11
1451,Haryana,2002,Divorcee,Male,11
3397,Rajasthan,2004,Seperated,Male,11
1857,Jharkhand,2006,Seperated,Male,11
4029,Uttarakhand,2007,Widowed/Widower,Male,11
1129,Delhi,2005,Widowed/Widower,Male,10
2935,Nagaland,2006,Never Married,Male,10
1055,Daman & Diu,2010,Never Married,Male,10
3767,Tripura,2005,Seperated,Male,10
1787,Jammu & Kashmir,2011,Seperated,Male,10
3319,Punjab,2008,Widowed/Widower,Male,10
3999,Uttarakhand,2004,Widowed/Widower,Male,10
2694,Meghalaya,2006,Never Married,Female,10
1119,Delhi,2004,Widowed/Widower,Male,10
2585,Manipur,2007,Never Married,Male,10
2985,Nagaland,2011,Never Married,Male,10
1168,Delhi,2009,Widowed/Widower,Female,10
1086,Delhi,2001,Seperated,Female,10
747,Chhattisgarh,2003,Seperated,Male,10
2925,Nagaland,2005,Never Married,Male,10
2582,Manipur,2007,Married,Female,10
737,Chhattisgarh,2002,Seperated,Male,10
1639,Himachal Pradesh,2008,Widowed/Widower,Male,10
2885,Nagaland,2001,Never Married,Male,10
2893,Nagaland,2002,Married,Male,10
1890,Jharkhand,2010,Divorcee,Female,10
4008,Uttarakhand,2005,Widowed/Widower,Female,10
1887,Jharkhand,2009,Seperated,Male,10
244,Arunachal Pradesh,2001,Never Married,Female,10
652,Chandigarh,2006,Married,Female,10
787,Chhattisgarh,2007,Seperated,Male,10
2923,Nagaland,2005,Married,Male,10
4011,Uttarakhand,2006,Divorcee,Male,10
1072,Daman & Diu,2012,Married,Female,10
1171,Delhi,2010,Divorcee,Male,10
274,Arunachal Pradesh,2004,Never Married,Female,10
3579,Sikkim,2010,Widowed/Widower,Male,10
3361,Rajasthan,2001,Divorcee,Male,10
760,Chhattisgarh,2005,Divorcee,Female,10
634,Chandigarh,2004,Never Married,Female,10
1818,Jharkhand,2002,Widowed/Widower,Female,10
3720,Tripura,2001,Divorcee,Female,10
3357,Punjab,2012,Seperated,Male,10
54,A & N Islands,2006,Never Married,Female,10
1521,Haryana,2009,Divorcee,Male,10
1319,Goa,2012,Widowed/Widower,Male,10
1326,Gujarat,2001,Seperated,Female,10
3598,Sikkim,2012,Widowed/Widower,Female,10
1441,Haryana,2001,Divorcee,Male,10
1005,Daman & Diu,2005,Never Married,Male,10
508,Bihar,2003,Widowed/Widower,Female,10
1456,Haryana,2002,Seperated,Female,10
695,Chandigarh,2010,Never Married,Male,10
983,Daman & Diu,2003,Married,Male,10
3360,Rajasthan,2001,Divorcee,Female,10
550,Bihar,2008,Divorcee,Female,10
3208,Puducherry,2009,Widowed/Widower,Female,10
1679,Himachal Pradesh,2012,Widowed/Widower,Male,10
2895,Nagaland,2002,Never Married,Male,9
3891,Uttar Pradesh,2006,Divorcee,Male,9
2524,Manipur,2001,Never Married,Female,9
1088,Delhi,2001,Widowed/Widower,Female,9
1064,Daman & Diu,2011,Never Married,Female,9
3381,Rajasthan,2003,Divorcee,Male,9
3148,Puducherry,2003,Widowed/Widower,Female,9
817,Chhattisgarh,2010,Seperated,Male,9
2882,Nagaland,2001,Married,Female,9
3566,Sikkim,2009,Seperated,Female,9
3308,Punjab,2007,Widowed/Widower,Female,9
3839,Tripura,2012,Widowed/Widower,Male,9
2634,Manipur,2012,Never Married,Female,9
3307,Punjab,2007,Seperated,Male,9
2665,Meghalaya,2003,Never Married,Male,9
3547,Sikkim,2007,Seperated,Male,9
3818,Tripura,2010,Widowed/Widower,Female,9
1637,Himachal Pradesh,2008,Seperated,Male,9
2861,Mizoram,2011,Divorcee,Male,9
2535,Manipur,2002,Never Married,Male,9
3281,Punjab,2005,Divorcee,Male,9
2622,Manipur,2011,Married,Female,9
1907,Jharkhand,2011,Seperated,Male,9
727,Chhattisgarh,2001,Seperated,Male,9
1116,Delhi,2004,Seperated,Female,9
3560,Sikkim,2009,Divorcee,Female,9
2575,Manipur,2006,Never Married,Male,9
865,D & N Haveli,2003,Never Married,Male,9
2574,Manipur,2006,Never Married,Female,9
499,Bihar,2002,Widowed/Widower,Male,9
973,Daman & Diu,2002,Married,Male,9
1053,Daman & Diu,2010,Married,Male,9
1678,Himachal Pradesh,2012,Widowed/Widower,Female,9
1796,Jammu & Kashmir,2012,Seperated,Female,9
3561,Sikkim,2009,Divorcee,Male,9
3537,Sikkim,2006,Seperated,Male,9
2943,Nagaland,2007,Married,Male,9
1098,Delhi,2002,Widowed/Widower,Female,9
2933,Nagaland,2006,Married,Male,9
3798,Tripura,2008,Widowed/Widower,Female,9
3789,Tripura,2007,Widowed/Widower,Male,9
2545,Manipur,2003,Never Married,Male,9
324,Arunachal Pradesh,2009,Never Married,Female,9
3411,Rajasthan,2006,Divorcee,Male,9
3198,Puducherry,2008,Widowed/Widower,Female,9
721,Chhattisgarh,2001,Divorcee,Male,9
3504,Sikkim,2003,Never Married,Female,9
934,D & N Haveli,2010,Never Married,Female,9
1531,Haryana,2010,Divorcee,Male,8
570,Bihar,2010,Divorcee,Female,8
598,Bihar,2012,Widowed/Widower,Female,8
3597,Sikkim,2012,Seperated,Male,8
2287,Madhya Pradesh,2001,Seperated,Male,8
1526,Haryana,2009,Seperated,Female,8
1510,Haryana,2008,Divorcee,Female,8
1886,Jharkhand,2009,Seperated,Female,8
2721,Meghalaya,2009,Divorcee,Male,8
1501,Haryana,2007,Divorcee,Male,8
3757,Tripura,2004,Seperated,Male,8
1666,Himachal Pradesh,2011,Seperated,Female,8
1481,Haryana,2005,Divorcee,Male,8
674,Chandigarh,2008,Never Married,Female,8
3440,Rajasthan,2009,Divorcee,Female,8
2973,Nagaland,2010,Married,Male,8
3451,Rajasthan,2010,Divorcee,Male,8
1786,Jammu & Kashmir,2011,Seperated,Female,8
845,D & N Haveli,2001,Never Married,Male,8
3461,Rajasthan,2011,Divorcee,Male,8
1777,Jammu & Kashmir,2010,Seperated,Male,8
2945,Nagaland,2007,Never Married,Male,8
3731,Tripura,2002,Divorcee,Male,8
726,Chhattisgarh,2001,Seperated,Female,8
954,D & N Haveli,2012,Never Married,Female,8
1910,Jharkhand,2012,Divorcee,Female,8
3138,Puducherry,2002,Widowed/Widower,Female,8
915,D & N Haveli,2008,Never Married,Male,8
3808,Tripura,2009,Widowed/Widower,Female,8
3809,Tripura,2009,Widowed/Widower,Male,8
531,Bihar,2006,Divorcee,Male,8
3278,Punjab,2004,Widowed/Widower,Female,8
491,Bihar,2002,Divorcee,Male,8
3492,Sikkim,2002,Married,Female,8
1330,Gujarat,2002,Divorcee,Female,8
3128,Puducherry,2001,Widowed/Widower,Female,8
895,D & N Haveli,2006,Never Married,Male,8
1471,Haryana,2004,Divorcee,Male,8
3766,Tripura,2005,Seperated,Female,8
1587,Himachal Pradesh,2003,Seperated,Male,8
777,Chhattisgarh,2006,Seperated,Male,8
314,Arunachal Pradesh,2008,Never Married,Female,8
2565,Manipur,2005,Never Married,Male,8
2672,Meghalaya,2004,Married,Female,8
3327,Punjab,2009,Seperated,Male,8
2674,Meghalaya,2004,Never Married,Female,8
750,Chhattisgarh,2004,Divorcee,Female,8
2644,Meghalaya,2001,Never Married,Female,8
1106,Delhi,2003,Seperated,Female,8
1658,Himachal Pradesh,2010,Widowed/Widower,Female,8
1045,Daman & Diu,2009,Never Married,Male,8
2522,Manipur,2001,Married,Female,8
3328,Punjab,2009,Widowed/Widower,Female,8
2612,Manipur,2010,Married,Female,8
3370,Rajasthan,2002,Divorcee,Female,8
2554,Manipur,2004,Never Married,Female,8
2632,Manipur,2012,Married,Female,8
1541,Haryana,2011,Divorcee,Male,7
1598,Himachal Pradesh,2004,Widowed/Widower,Female,7
3588,Sikkim,2011,Widowed/Widower,Female,7
925,D & N Haveli,2009,Never Married,Male,7
507,Bihar,2003,Seperated,Male,7
3549,Sikkim,2007,Widowed/Widower,Male,7
736,Chhattisgarh,2002,Seperated,Female,7
4069,Uttarakhand,2011,Widowed/Widower,Male,7
3309,Punjab,2007,Widowed/Widower,Male,7
720,Chhattisgarh,2001,Divorcee,Female,7
530,Bihar,2006,Divorcee,Female,7
1199,Delhi,2012,Widowed/Widower,Male,7
2642,Meghalaya,2001,Married,Female,7
1198,Delhi,2012,Widowed/Widower,Female,7
1880,Jharkhand,2009,Divorcee,Female,7
3989,Uttarakhand,2003,Widowed/Widower,Male,7
2857,Mizoram,2010,Seperated,Male,7
3730,Tripura,2002,Divorcee,Female,7
3988,Uttarakhand,2003,Widowed/Widower,Female,7
1287,Goa,2009,Seperated,Male,7
2847,Mizoram,2009,Seperated,Male,7
944,D & N Haveli,2011,Never Married,Female,7
294,Arunachal Pradesh,2006,Never Married,Female,7
1035,Daman & Diu,2008,Never Married,Male,7
894,D & N Haveli,2006,Never Married,Female,7
2772,Mizoram,2002,Married,Female,7
520,Bihar,2005,Divorcee,Female,7
4017,Uttarakhand,2006,Seperated,Male,7
3578,Sikkim,2010,Widowed/Widower,Female,7
3299,Punjab,2006,Widowed/Widower,Male,7
1052,Daman & Diu,2010,Married,Female,7
481,Bihar,2001,Divorcee,Male,7
1860,Jharkhand,2007,Divorcee,Female,7
3298,Punjab,2006,Widowed/Widower,Female,7
264,Arunachal Pradesh,2003,Never Married,Female,7
2684,Meghalaya,2005,Never Married,Female,7
1578,Himachal Pradesh,2002,Widowed/Widower,Female,7
730,Chhattisgarh,2002,Divorcee,Female,7
4016,Uttarakhand,2006,Seperated,Female,7
3599,Sikkim,2012,Widowed/Widower,Male,7
2605,Manipur,2009,Never Married,Male,7
1139,Delhi,2006,Widowed/Widower,Male,7
3577,Sikkim,2010,Seperated,Male,7
1656,Himachal Pradesh,2010,Seperated,Female,7
800,Chhattisgarh,2009,Divorcee,Female,7
1789,Jammu & Kashmir,2011,Widowed/Widower,Male,7
1015,Daman & Diu,2006,Never Married,Male,7
1826,Jharkhand,2003,Seperated,Female,7
3410,Rajasthan,2006,Divorcee,Female,7
3749,Tripura,2003,Widowed/Widower,Male,7
2812,Mizoram,2006,Married,Female,7
985,Daman & Diu,2003,Never Married,Male,7
284,Arunachal Pradesh,2005,Never Married,Female,7
3179,Puducherry,2006,Widowed/Widower,Male,7
3544,Sikkim,2007,Never Married,Female,7
3441,Rajasthan,2009,Divorcee,Male,7
3391,Rajasthan,2004,Divorcee,Male,7
1816,Jharkhand,2002,Seperated,Female,7
2592,Manipur,2008,Married,Female,7
905,D & N Haveli,2007,Never Married,Male,6
3499,Sikkim,2002,Widowed/Widower,Male,6
2654,Meghalaya,2002,Never Married,Female,6
1033,Daman & Diu,2008,Married,Male,6
1281,Goa,2009,Divorcee,Male,6
914,D & N Haveli,2008,Never Married,Female,6
3721,Tripura,2001,Divorcee,Male,6
1781,Jammu & Kashmir,2011,Divorcee,Male,6
1896,Jharkhand,2010,Seperated,Female,6
854,D & N Haveli,2002,Never Married,Female,6
2952,Nagaland,2008,Married,Female,6
2932,Nagaland,2006,Married,Female,6
3450,Rajasthan,2010,Divorcee,Female,6
1769,Jammu & Kashmir,2009,Widowed/Widower,Male,6
1062,Daman & Diu,2011,Married,Female,6
2624,Manipur,2011,Never Married,Female,6
2625,Manipur,2011,Never Married,Male,6
1689,Jammu & Kashmir,2001,Widowed/Widower,Male,6
1065,Daman & Diu,2011,Never Married,Male,6
1043,Daman & Diu,2009,Married,Male,6
500,Bihar,2003,Divorcee,Female,6
975,Daman & Diu,2002,Never Married,Male,6
4070,Uttarakhand,2012,Divorcee,Female,6
1229,Goa,2003,Widowed/Widower,Male,6
4067,Uttarakhand,2011,Seperated,Male,6
1806,Jharkhand,2001,Seperated,Female,6
1073,Daman & Diu,2012,Married,Male,6
1268,Goa,2007,Widowed/Widower,Female,6
1271,Goa,2008,Divorcee,Male,6
1277,Goa,2008,Seperated,Male,6
3494,Sikkim,2002,Never Married,Female,6
1798,Jammu & Kashmir,2012,Widowed/Widower,Female,6
3779,Tripura,2006,Widowed/Widower,Male,6
1540,Haryana,2011,Divorcee,Female,6
992,Daman & Diu,2004,Married,Female,6
1024,Daman & Diu,2007,Never Married,Female,6
1706,Jammu & Kashmir,2003,Seperated,Female,6
2782,Mizoram,2003,Married,Female,6
2281,Madhya Pradesh,2001,Divorcee,Male,6
2664,Meghalaya,2003,Never Married,Female,6
3331,Punjab,2010,Divorcee,Male,6
604,Chandigarh,2001,Never Married,Female,6
2729,Meghalaya,2009,Widowed/Widower,Male,6
4021,Uttarakhand,2007,Divorcee,Male,6
1013,Daman & Diu,2006,Married,Male,6
1589,Himachal Pradesh,2003,Widowed/Widower,Male,6
1551,Haryana,2012,Divorcee,Male,6
2761,Mizoram,2001,Divorcee,Male,6
1547,Haryana,2011,Seperated,Male,6
1846,Jharkhand,2005,Seperated,Female,6
1178,Delhi,2010,Widowed/Widower,Female,6
1866,Jharkhand,2007,Seperated,Female,6
1188,Delhi,2011,Widowed/Widower,Female,6
4010,Uttarakhand,2006,Divorcee,Female,6
3979,Uttarakhand,2002,Widowed/Widower,Male,6
1108,Delhi,2003,Widowed/Widower,Female,6
4009,Uttarakhand,2005,Widowed/Widower,Male,6
790,Chhattisgarh,2008,Divorcee,Female,6
3297,Punjab,2006,Seperated,Male,6
3400,Rajasthan,2005,Divorcee,Female,6
3401,Rajasthan,2005,Divorcee,Male,6
1881,Jharkhand,2009,Divorcee,Male,6
546,Bihar,2007,Seperated,Female,6
2496,Maharashtra,2010,Seperated,Female,6
3318,Punjab,2008,Widowed/Widower,Female,6
3528,Sikkim,2005,Widowed/Widower,Female,5
965,Daman & Diu,2001,Never Married,Male,5
963,Daman & Diu,2001,Married,Male,5
3596,Sikkim,2012,Seperated,Female,5
885,D & N Haveli,2005,Never Married,Male,5
3460,Rajasthan,2011,Divorcee,Female,5
1667,Himachal Pradesh,2011,Seperated,Male,5
3590,Sikkim,2012,Divorcee,Female,5
1799,Jammu & Kashmir,2012,Widowed/Widower,Male,5
1054,Daman & Diu,2010,Never Married,Female,5
1550,Haryana,2012,Divorcee,Female,5
2884,Nagaland,2001,Never Married,Female,5
1697,Jammu & Kashmir,2002,Seperated,Male,5
1690,Jammu & Kashmir,2002,Divorcee,Female,5
1768,Jammu & Kashmir,2009,Widowed/Widower,Female,5
2595,Manipur,2008,Never Married,Male,5
1906,Jharkhand,2011,Seperated,Female,5
2982,Nagaland,2011,Married,Female,5
1730,Jammu & Kashmir,2006,Divorcee,Female,5
1788,Jammu & Kashmir,2011,Widowed/Widower,Female,5
1871,Jharkhand,2008,Divorcee,Male,5
605,Chandigarh,2001,Never Married,Male,5
2864,Mizoram,2011,Never Married,Female,5
1699,Jammu & Kashmir,2002,Widowed/Widower,Male,5
1161,Delhi,2009,Divorcee,Male,5
1657,Himachal Pradesh,2010,Seperated,Male,5
776,Chhattisgarh,2006,Seperated,Female,5
3746,Tripura,2003,Seperated,Female,5
1628,Himachal Pradesh,2007,Widowed/Widower,Female,5
1708,Jammu & Kashmir,2003,Widowed/Widower,Female,5
3317,Punjab,2008,Seperated,Male,5
1791,Jammu & Kashmir,2012,Divorcee,Male,5
2532,Manipur,2002,Married,Female,5
3571,Sikkim,2010,Divorcee,Male,5
1258,Goa,2006,Widowed/Widower,Female,5
2792,Mizoram,2004,Married,Female,5
855,D & N Haveli,2002,Never Married,Male,5
1218,Goa,2002,Widowed/Widower,Female,5
1601,Himachal Pradesh,2005,Divorcee,Male,5
4047,Uttarakhand,2009,Seperated,Male,5
1490,Haryana,2006,Divorcee,Female,5
1608,Himachal Pradesh,2005,Widowed/Widower,Female,5
1850,Jharkhand,2006,Divorcee,Female,5
2649,Meghalaya,2001,Widowed/Widower,Male,5
1500,Haryana,2007,Divorcee,Female,5
561,Bihar,2009,Divorcee,Male,5
3980,Uttarakhand,2003,Divorcee,Female,5
1208,Goa,2001,Widowed/Widower,Female,5
786,Chhattisgarh,2007,Seperated,Female,5
3496,Sikkim,2002,Seperated,Female,5
4027,Uttarakhand,2007,Seperated,Male,5
2669,Meghalaya,2003,Widowed/Widower,Male,5
2602,Manipur,2009,Married,Female,5
1506,Haryana,2007,Seperated,Female,5
2854,Mizoram,2010,Never Married,Female,5
3968,Uttarakhand,2001,Widowed/Widower,Female,5
2787,Mizoram,2003,Seperated,Male,5
2862,Mizoram,2011,Married,Female,5
1318,Goa,2012,Widowed/Widower,Female,5
3548,Sikkim,2007,Widowed/Widower,Female,5
1207,Goa,2001,Seperated,Male,5
4020,Uttarakhand,2007,Divorcee,Female,5
1900,Jharkhand,2011,Divorcee,Female,5
1840,Jharkhand,2005,Divorcee,Female,4
3359,Punjab,2012,Widowed/Widower,Male,4
3960,Uttarakhand,2001,Divorcee,Female,4
1671,Himachal Pradesh,2012,Divorcee,Male,4
3350,Punjab,2012,Divorcee,Female,4
3558,Sikkim,2008,Widowed/Widower,Female,4
3978,Uttarakhand,2002,Widowed/Widower,Female,4
2962,Nagaland,2009,Married,Female,4
1579,Himachal Pradesh,2002,Widowed/Widower,Male,4
1841,Jharkhand,2005,Divorcee,Male,4
1012,Daman & Diu,2006,Married,Female,4
2594,Manipur,2008,Never Married,Female,4
527,Bihar,2005,Seperated,Male,4
528,Bihar,2005,Widowed/Widower,Female,4
480,Bihar,2001,Divorcee,Female,4
1591,Himachal Pradesh,2004,Divorcee,Male,4
1109,Delhi,2003,Widowed/Widower,Male,4
2954,Nagaland,2008,Never Married,Female,4
904,D & N Haveli,2007,Never Married,Female,4
3546,Sikkim,2007,Seperated,Female,4
1577,Himachal Pradesh,2002,Seperated,Male,4
3751,Tripura,2004,Divorcee,Male,4
924,D & N Haveli,2009,Never Married,Female,4
982,Daman & Diu,2003,Married,Female,4
3041,Odisha,2005,Divorcee,Male,4
2534,Manipur,2002,Never Married,Female,4
1516,Haryana,2008,Seperated,Female,4
580,Bihar,2011,Divorcee,Female,4
3559,Sikkim,2008,Widowed/Widower,Male,4
3990,Uttarakhand,2004,Divorcee,Female,4
1042,Daman & Diu,2009,Married,Female,4
1867,Jharkhand,2007,Seperated,Male,4
3987,Uttarakhand,2003,Seperated,Male,4
3178,Puducherry,2006,Widowed/Widower,Female,4
1496,Haryana,2006,Seperated,Female,4
1491,Haryana,2006,Divorcee,Male,4
875,D & N Haveli,2004,Never Married,Male,4
1288,Goa,2009,Widowed/Widower,Female,4
1567,Himachal Pradesh,2001,Seperated,Male,4
1486,Haryana,2005,Seperated,Female,4
1023,Daman & Diu,2007,Married,Male,4
1044,Daman & Diu,2009,Never Married,Female,4
3750,Tripura,2004,Divorcee,Female,4
1617,Himachal Pradesh,2006,Seperated,Male,4
496,Bihar,2002,Seperated,Female,4
1004,Daman & Diu,2005,Never Married,Female,4
2994,Nagaland,2012,Never Married,Female,4
1014,Daman & Diu,2006,Never Married,Female,4
1618,Himachal Pradesh,2006,Widowed/Widower,Female,4
1851,Jharkhand,2006,Divorcee,Male,4
521,Bihar,2005,Divorcee,Male,4
791,Chhattisgarh,2008,Divorcee,Male,4
1776,Jammu & Kashmir,2010,Seperated,Female,4
4046,Uttarakhand,2009,Seperated,Female,4
441,Assam,2009,Divorcee,Male,4
2892,Nagaland,2002,Married,Female,4
2879,Mizoram,2012,Widowed/Widower,Male,4
1737,Jammu & Kashmir,2006,Seperated,Male,4
1636,Himachal Pradesh,2008,Seperated,Female,4
2852,Mizoram,2010,Married,Female,4
4059,Uttarakhand,2010,Widowed/Widower,Male,4
3338,Punjab,2010,Widowed/Widower,Female,4
2844,Mizoram,2009,Never Married,Female,4
3828,Tripura,2011,Widowed/Widower,Female,4
3497,Sikkim,2002,Seperated,Male,4
3291,Punjab,2006,Divorcee,Male,4
2604,Manipur,2009,Never Married,Female,4
2825,Mizoram,2007,Never Married,Male,4
2804,Mizoram,2005,Never Married,Female,4
3576,Sikkim,2010,Seperated,Female,4
2802,Mizoram,2005,Married,Female,4
2791,Mizoram,2004,Divorcee,Male,4
816,Chhattisgarh,2010,Seperated,Female,4
2777,Mizoram,2002,Seperated,Male,4
2771,Mizoram,2002,Divorcee,Male,4
1209,Goa,2001,Widowed/Widower,Male,4
2764,Mizoram,2001,Never Married,Female,4
2749,Meghalaya,2011,Widowed/Widower,Male,4
1170,Delhi,2010,Divorcee,Female,4
3311,Punjab,2008,Divorcee,Male,4
1100,Delhi,2003,Divorcee,Female,4
2719,Meghalaya,2008,Widowed/Widower,Male,4
1647,Himachal Pradesh,2009,Seperated,Male,4
1128,Delhi,2005,Widowed/Widower,Female,4
2902,Nagaland,2003,Married,Female,4
1856,Jharkhand,2006,Seperated,Female,4
3998,Uttarakhand,2004,Widowed/Widower,Female,4
2614,Manipur,2010,Never Married,Female,4
2942,Nagaland,2007,Married,Female,4
3260,Punjab,2003,Divorcee,Female,3
4049,Uttarakhand,2009,Widowed/Widower,Male,3
1299,Goa,2010,Widowed/Widower,Male,3
2817,Mizoram,2006,Seperated,Male,3
4048,Uttarakhand,2009,Widowed/Widower,Female,3
2814,Mizoram,2006,Never Married,Female,3
526,Bihar,2005,Seperated,Female,3
780,Chhattisgarh,2007,Divorcee,Female,3
1820,Jharkhand,2003,Divorcee,Female,3
3498,Sikkim,2002,Widowed/Widower,Female,3
3296,Punjab,2006,Seperated,Female,3
3348,Punjab,2011,Widowed/Widower,Female,3
4039,Uttarakhand,2008,Widowed/Widower,Male,3
2934,Nagaland,2006,Never Married,Female,3
4038,Uttarakhand,2008,Widowed/Widower,Female,3
1596,Himachal Pradesh,2004,Seperated,Female,3
2823,Mizoram,2007,Married,Male,3
3337,Punjab,2010,Seperated,Male,3
2786,Mizoram,2003,Seperated,Female,3
1891,Jharkhand,2010,Divorcee,Male,3
2544,Manipur,2003,Never Married,Female,3
1738,Jammu & Kashmir,2006,Widowed/Widower,Female,3
928,D & N Haveli,2009,Widowed/Widower,Female,3
3358,Punjab,2012,Widowed/Widower,Female,3
1627,Himachal Pradesh,2007,Seperated,Male,3
1750,Jammu & Kashmir,2008,Divorcee,Female,3
1278,Goa,2008,Widowed/Widower,Female,3
2842,Mizoram,2009,Married,Female,3
2924,Nagaland,2005,Never Married,Female,3
1270,Goa,2008,Divorcee,Female,3
4057,Uttarakhand,2010,Seperated,Male,3
1810,Jharkhand,2002,Divorcee,Female,3
2797,Mizoram,2004,Seperated,Male,3
